Id,Weekly_Sales
1_2_2013-07-12,45372.696800000034
1_2_2013-07-19,46738.94130000002
1_2_2013-07-26,45829.71800000001
1_3_2012-11-02,9978.918799999992
1_3_2012-11-09,10126.671100000003
1_3_2012-11-16,10111.497799999997
1_3_2012-11-23,9563.4657
1_3_2012-11-30,10289.772199999996
1_3_2012-12-07,11772.446700000013
1_3_2012-12-14,12122.556200000006
1_3_2012-12-21,13078.717500000013
1_3_2012-12-28,8822.960299999993
1_3_2013-01-04,12771.346200000005
1_3_2013-01-11,13482.689400000007
1_3_2013-01-18,12445.615800000001
1_3_2013-01-25,11487.994900000005
1_3_2013-02-01,11444.584500000004
1_3_2013-02-08,12075.319900000008
1_3_2013-02-15,11963.883000000009
1_3_2013-02-22,12024.379000000006
1_3_2013-03-01,11179.118299999995
1_3_2013-03-08,11038.448599999992
1_3_2013-03-15,9885.269899999994
1_3_2013-03-22,9534.824299999995
1_3_2013-03-29,11025.230599999994
1_3_2013-04-05,10075.48899999999
1_3_2013-04-12,9538.395799999988
1_3_2013-04-19,9029.144899999987
1_3_2013-04-26,9167.17239999998
1_3_2013-05-03,9056.070200000006
1_3_2013-05-10,10067.243
1_3_2013-05-17,9242.072699999999
1_3_2013-05-24,8306.326999999996
1_3_2013-05-31,8291.425999999987
1_3_2013-06-07,7948.695599999999
1_3_2013-06-14,8100.222199999998
1_3_2013-06-21,8698.987500000005
1_3_2013-06-28,7702.899000000005
1_3_2013-07-05,8341.553400000006
1_3_2013-07-12,13395.013100000022
1_3_2013-07-19,8499.155100000007
1_3_2013-07-26,16244.676599999966
1_4_2012-11-02,37561.4338
1_4_2012-11-09,37673.32160000002
1_4_2012-11-16,37688.7024
1_4_2012-11-23,44227.733600000014
1_4_2012-11-30,38635.6754
1_4_2012-12-07,40704.34440000003
1_4_2012-12-14,40518.03130000001
1_4_2012-12-21,41162.98480000004
1_4_2012-12-28,37151.517900000035
1_4_2013-01-04,37172.52109999996
1_4_2013-01-11,38043.82929999996
1_4_2013-01-18,34793.93000000001
1_4_2013-01-25,34292.04490000004
1_4_2013-02-01,37572.77699999998
1_4_2013-02-08,39968.555700000004
1_4_2013-02-15,38755.0827
1_4_2013-02-22,38905.80459999999
1_4_2013-03-01,37301.76459999998
1_4_2013-03-08,36535.36770000001
1_4_2013-03-15,37247.95479999997
1_4_2013-03-22,38326.645499999955
1_4_2013-03-29,37206.93449999998
1_4_2013-04-05,38851.87259999999
1_4_2013-04-12,37276.22489999999
1_4_2013-04-19,36323.015999999974
1_4_2013-04-26,35756.61169999998
1_4_2013-05-03,35744.71200000001
1_4_2013-05-10,38348.340799999976
1_4_2013-05-17,40976.95399999997
1_4_2013-05-24,39598.97629999997
1_4_2013-05-31,37069.49090000002
1_4_2013-06-07,38692.526199999986
1_4_2013-06-14,39552.99519999996
1_4_2013-06-21,40140.67309999997
1_4_2013-06-28,39589.425999999985
1_4_2013-07-05,38994.29399999997
1_4_2013-07-12,37956.73169999997
1_4_2013-07-19,39477.6081
1_4_2013-07-26,37509.807500000024
1_5_2012-11-02,31573.988599999968
1_5_2012-11-09,31988.378699999983
1_5_2012-11-16,30491.343899999996
1_5_2012-11-23,71205.12920000007
1_5_2012-11-30,30806.37250000002
1_5_2012-12-07,45830.31879999999
1_5_2012-12-14,42531.49599999998
1_5_2012-12-21,55600.773099999984
1_5_2012-12-28,34560.33919999995
1_5_2013-01-04,21212.40200000002
1_5_2013-01-11,21327.94260000003
1_5_2013-01-18,20803.115299999994
1_5_2013-01-25,20912.315499999975
1_5_2013-02-01,31701.866100000014
1_5_2013-02-08,36208.19190000002
1_5_2013-02-15,35177.0803
1_5_2013-02-22,32706.1625
1_5_2013-03-01,28545.681399999983
1_5_2013-03-08,32004.55649999999
1_5_2013-03-15,26073.474499999993
1_5_2013-03-22,28986.8281
1_5_2013-03-29,33900.572499999995
1_5_2013-04-05,26577.424599999995
1_5_2013-04-12,26696.22719999998
1_5_2013-04-19,22016.1768
1_5_2013-04-26,24199.333000000002
1_5_2013-05-03,18121.88270000001
1_5_2013-05-10,23001.830800000007
1_5_2013-05-17,26498.679400000023
1_5_2013-05-24,22349.988700000005
1_5_2013-05-31,19084.384
1_5_2013-06-07,23248.66980000002
1_5_2013-06-14,25652.43140000002
1_5_2013-06-21,25185.9024
1_5_2013-06-28,24278.829600000005
1_5_2013-07-05,23341.937700000024
1_5_2013-07-12,20540.682299999997
1_5_2013-07-19,23035.336100000026
1_5_2013-07-26,18227.125399999983
1_6_2012-11-02,4158.363500000001
1_6_2012-11-09,3389.7057999999975
1_6_2012-11-16,3650.535899999998
1_6_2012-11-23,17418.7627
1_6_2012-11-30,4800.401100000003
1_6_2012-12-07,10314.118600000007
1_6_2012-12-14,9055.043000000003
1_6_2012-12-21,17181.784399999986
1_6_2012-12-28,7677.051499999994
1_6_2013-01-04,2805.9805999999994
1_6_2013-01-11,2979.231000000001
1_6_2013-01-18,2478.6724999999983
1_6_2013-01-25,1876.8548999999982
1_6_2013-02-01,4363.794900000001
1_6_2013-02-08,8154.384099999996
1_6_2013-02-15,4305.079400000003
1_6_2013-02-22,4219.604200000003
1_6_2013-03-01,4212.976499999997
1_6_2013-03-08,4569.716299999999
1_6_2013-03-15,4337.452899999993
1_6_2013-03-22,4482.165399999999
1_6_2013-03-29,4996.5893
1_6_2013-04-05,4139.511099999998
1_6_2013-04-12,3846.863399999995
1_6_2013-04-19,4040.268699999999
1_6_2013-04-26,3718.8173999999995
1_6_2013-05-03,5295.240300000004
1_6_2013-05-10,5057.139900000001
1_6_2013-05-17,5343.813000000002
1_6_2013-05-24,4756.184699999994
1_6_2013-05-31,5386.354899999995
1_6_2013-06-07,3852.664999999996
1_6_2013-06-14,4392.413399999994
1_6_2013-06-21,4619.622299999999
1_6_2013-06-28,3848.8034000000025
1_6_2013-07-05,4670.040599999998
1_6_2013-07-12,4540.652500000004
1_6_2013-07-19,4527.608799999997
1_6_2013-07-26,4210.262700000001
1_7_2012-11-02,25655.08560000001
1_7_2012-11-09,25331.010000000024
1_7_2012-11-16,28145.676500000005
1_7_2012-11-23,69831.91739999993
1_7_2012-11-30,31759.821000000007
1_7_2012-12-07,77040.75439999998
1_7_2012-12-14,67620.91770000005
1_7_2012-12-21,112975.2707000001
1_7_2012-12-28,36388.75739999998
1_7_2013-01-04,10887.408600000008
1_7_2013-01-11,11065.2292
1_7_2013-01-18,10900.727999999997
1_7_2013-01-25,11676.011000000006
1_7_2013-02-01,20329.352599999995
1_7_2013-02-08,21018.067400000014
1_7_2013-02-15,16859.01580000001
1_7_2013-02-22,16837.924
1_7_2013-03-01,18166.457299999995
1_7_2013-03-08,16900.6455
1_7_2013-03-15,20778.054200000006
1_7_2013-03-22,20043.171000000006
1_7_2013-03-29,17199.489799999996
1_7_2013-04-05,20949.59579999999
1_7_2013-04-12,20717.36650000001
1_7_2013-04-19,21351.303799999998
1_7_2013-04-26,20640.384399999984
1_7_2013-05-03,19904.089999999986
1_7_2013-05-10,19954.9478
1_7_2013-05-17,24281.6652
1_7_2013-05-24,26982.047600000027
1_7_2013-05-31,27659.54380000004
1_7_2013-06-07,26329.027299999987
1_7_2013-06-14,26049.150499999985
1_7_2013-06-21,38891.27700000003
1_7_2013-06-28,25847.198599999992
1_7_2013-07-05,22868.338500000016
1_7_2013-07-12,22595.157800000008
1_7_2013-07-19,23601.655700000018
1_7_2013-07-26,20270.054099999983
1_8_2012-11-02,35483.61479999999
1_8_2012-11-09,34781.5275
1_8_2012-11-16,34734.865199999986
1_8_2012-11-23,33577.16560000002
1_8_2012-11-30,35970.74239999997
1_8_2012-12-07,40393.00569999998
1_8_2012-12-14,37880.86850000001
1_8_2012-12-21,42052.15269999998
1_8_2012-12-28,33636.99669999996
1_8_2013-01-04,35443.06820000002
1_8_2013-01-11,35222.060100000024
1_8_2013-01-18,35225.793500000014
1_8_2013-01-25,35085.52720000004
1_8_2013-02-01,38050.351500000026
1_8_2013-02-08,39398.08310000004
1_8_2013-02-15,38577.75070000003
1_8_2013-02-22,38772.997600000024
1_8_2013-03-01,36530.34389999998
1_8_2013-03-08,34536.01700000002
1_8_2013-03-15,35752.97360000001
1_8_2013-03-22,38371.3136
1_8_2013-03-29,35848.45220000001
1_8_2013-04-05,37658.89909999999
1_8_2013-04-12,36340.97400000002
1_8_2013-04-19,35110.47300000002
1_8_2013-04-26,35685.46489999998
1_8_2013-05-03,35835.25509999998
1_8_2013-05-10,37254.53030000001
1_8_2013-05-17,41134.04390000002
1_8_2013-05-24,38593.598700000024
1_8_2013-05-31,36042.08470000005
1_8_2013-06-07,36147.02419999999
1_8_2013-06-14,38702.386099999996
1_8_2013-06-21,38671.17370000004
1_8_2013-06-28,37309.97140000002
1_8_2013-07-05,37720.851100000014
1_8_2013-07-12,35807.90480000004
1_8_2013-07-19,36209.0906
1_8_2013-07-26,34533.16559999995
1_9_2012-11-02,39080.37279999996
1_9_2012-11-09,34710.25269999993
1_9_2012-11-16,33879.91599999994
1_9_2012-11-23,43043.83740000001
1_9_2012-11-30,34297.35019999995
1_9_2012-12-07,34936.61039999999
1_9_2012-12-14,31465.544200000015
1_9_2012-12-21,41977.802399999986
1_9_2012-12-28,28459.246099999986
1_9_2013-01-04,16571.118100000003
1_9_2013-01-11,17442.424600000013
1_9_2013-01-18,14038.196699999997
1_9_2013-01-25,14639.837999999996
1_9_2013-02-01,23525.7772
1_9_2013-02-08,22315.311600000012
1_9_2013-02-15,21395.934899999993
1_9_2013-02-22,21148.093299999997
1_9_2013-03-01,28791.475400000025
1_9_2013-03-08,28619.87550000002
1_9_2013-03-15,33931.37040000002
1_9_2013-03-22,39390.92799999999
1_9_2013-03-29,29498.643700000037
1_9_2013-04-05,30178.98
1_9_2013-04-12,31832.96039999998
1_9_2013-04-19,34717.53649999998
1_9_2013-04-26,30561.964299999996
1_9_2013-05-03,29517.64820000002
1_9_2013-05-10,32872.0825
1_9_2013-05-17,40293.313099999985
1_9_2013-05-24,37303.77529999999
1_9_2013-05-31,31638.497800000034
1_9_2013-06-07,31700.804499999966
1_9_2013-06-14,37295.65619999997
1_9_2013-06-21,37160.65149999998
1_9_2013-06-28,30990.905
1_9_2013-07-05,31895.339100000012
1_9_2013-07-12,27251.629599999967
1_9_2013-07-19,30846.35240000003
1_9_2013-07-26,22236.171800000015
1_10_2012-11-02,31512.08350000002
1_10_2012-11-09,32299.25210000002
1_10_2012-11-16,30485.52459999999
1_10_2012-11-23,30361.521299999957
1_10_2012-11-30,28686.116599999983
1_10_2012-12-07,31305.722099999995
1_10_2012-12-14,29915.716099999976
1_10_2012-12-21,31840.873000000003
1_10_2012-12-28,28448.925699999985
1_10_2013-01-04,25510.5311
1_10_2013-01-11,27919.689800000015
1_10_2013-01-18,24750.497099999993
1_10_2013-01-25,24106.9292
1_10_2013-02-01,36900.94219999999
1_10_2013-02-08,34438.73009999995
1_10_2013-02-15,35669.403199999935
1_10_2013-02-22,35927.368299999944
1_10_2013-03-01,37538.07189999995
1_10_2013-03-08,32052.752299999996
1_10_2013-03-15,32771.823800000035
1_10_2013-03-22,40166.585899999955
1_10_2013-03-29,35833.95209999996
1_10_2013-04-05,34656.07949999997
1_10_2013-04-12,30786.075599999986
1_10_2013-04-19,31780.30359999999
1_10_2013-04-26,30904.626500000013
1_10_2013-05-03,29629.659699999997
1_10_2013-05-10,32140.505500000017
1_10_2013-05-17,36533.0019
1_10_2013-05-24,34693.365800000014
1_10_2013-05-31,31017.093700000034
1_10_2013-06-07,29506.336400000015
1_10_2013-06-14,37508.599
1_10_2013-06-21,35136.032900000006
1_10_2013-06-28,32324.354600000024
1_10_2013-07-05,34413.680699999975
1_10_2013-07-12,31516.98679999996
1_10_2013-07-19,31125.540199999985
1_10_2013-07-26,29571.233099999972
1_11_2012-11-02,26340.58780000003
1_11_2012-11-09,24187.50760000001
1_11_2012-11-16,23846.6519
1_11_2012-11-23,28134.947800000013
1_11_2012-11-30,23918.92879999999
1_11_2012-12-07,31346.192300000028
1_11_2012-12-14,30405.775
1_11_2012-12-21,29796.873800000012
1_11_2012-12-28,23531.5917
1_11_2013-01-04,24144.571600000003
1_11_2013-01-11,24700.8612
1_11_2013-01-18,23065.694900000002
1_11_2013-01-25,19806.933400000034
1_11_2013-02-01,21578.6498
1_11_2013-02-08,23607.161999999993
1_11_2013-02-15,24707.759000000005
1_11_2013-02-22,23957.90490000001
1_11_2013-03-01,23425.15399999999
1_11_2013-03-08,22923.72879999998
1_11_2013-03-15,22555.458899999987
1_11_2013-03-22,24937.76759999999
1_11_2013-03-29,23291.31669999998
1_11_2013-04-05,23698.89499999999
1_11_2013-04-12,23781.975899999994
1_11_2013-04-19,23197.375099999994
1_11_2013-04-26,22776.080400000013
1_11_2013-05-03,21548.8214
1_11_2013-05-10,24312.24519999999
1_11_2013-05-17,26921.13490000002
1_11_2013-05-24,27623.40460000001
1_11_2013-05-31,27165.903900000005
1_11_2013-06-07,26649.502600000018
1_11_2013-06-14,27057.98230000002
1_11_2013-06-21,35143.7168
1_11_2013-06-28,34174.751699999964
1_11_2013-07-05,27488.91580000003
1_11_2013-07-12,27471.559799999985
1_11_2013-07-19,27144.52300000003
1_11_2013-07-26,26712.699100000016
1_12_2012-11-02,9963.007700000015
1_12_2012-11-09,10105.607100000016
1_12_2012-11-16,9013.743100000003
1_12_2012-11-23,8195.303699999991
1_12_2012-11-30,8689.503599999998
1_12_2012-12-07,8709.369999999997
1_12_2012-12-14,8053.376899999999
1_12_2012-12-21,8122.359099999996
1_12_2012-12-28,7742.5148
1_12_2013-01-04,7637.611999999996
1_12_2013-01-11,8309.0657
1_12_2013-01-18,7776.800999999999
1_12_2013-01-25,8483.660800000007
1_12_2013-02-01,10691.650400000008
1_12_2013-02-08,9985.960299999999
1_12_2013-02-15,9635.89659999999
1_12_2013-02-22,9858.921699999995
1_12_2013-03-01,10552.70160000002
1_12_2013-03-08,11420.47560000002
1_12_2013-03-15,12439.338200000022
1_12_2013-03-22,12578.418499999996
1_12_2013-03-29,11514.796900000018
1_12_2013-04-05,11097.572299999994
1_12_2013-04-12,11486.5859
1_12_2013-04-19,10828.627700000001
1_12_2013-04-26,11545.234899999981
1_12_2013-05-03,12974.603699999992
1_12_2013-05-10,11445.742600000009
1_12_2013-05-17,12021.265800000001
1_12_2013-05-24,11389.534200000013
1_12_2013-05-31,11743.800300000024
1_12_2013-06-07,11093.77720000001
1_12_2013-06-14,10862.400000000009
1_12_2013-06-21,12189.343200000008
1_12_2013-06-28,11088.72890000001
1_12_2013-07-05,11035.798200000012
1_12_2013-07-12,10386.157800000008
1_12_2013-07-19,11160.498500000012
1_12_2013-07-26,11267.371000000008
1_13_2012-11-02,38711.21670000002
1_13_2012-11-09,39037.62509999999
1_13_2012-11-16,37670.76110000002
1_13_2012-11-23,39105.102600000035
1_13_2012-11-30,37234.89299999997
1_13_2012-12-07,37345.93630000001
1_13_2012-12-14,36200.129
1_13_2012-12-21,35974.19389999999
1_13_2012-12-28,35240.45490000004
1_13_2013-01-04,37618.60879999994
1_13_2013-01-11,39182.89179999999
1_13_2013-01-18,36702.57799999997
1_13_2013-01-25,35333.249899999944
1_13_2013-02-01,41572.46839999997
1_13_2013-02-08,43653.88480000001
1_13_2013-02-15,42350.848300000056
1_13_2013-02-22,42476.84750000004
1_13_2013-03-01,38616.75190000002
1_13_2013-03-08,37371.30190000002
1_13_2013-03-15,37660.3832
1_13_2013-03-22,41349.91449999998
1_13_2013-03-29,39272.15830000002
1_13_2013-04-05,40571.412700000044
1_13_2013-04-12,37997.96169999999
1_13_2013-04-19,37420.49080000001
1_13_2013-04-26,37617.33579999996
1_13_2013-05-03,37035.591199999995
1_13_2013-05-10,39566.89590000001
1_13_2013-05-17,42713.50679999996
1_13_2013-05-24,40383.23809999996
1_13_2013-05-31,36628.46789999995
1_13_2013-06-07,39354.191300000035
1_13_2013-06-14,41472.61519999999
1_13_2013-06-21,41521.32229999997
1_13_2013-06-28,40001.2477
1_13_2013-07-05,41126.01609999995
1_13_2013-07-12,39841.461099999986
1_13_2013-07-19,40051.67359999997
1_13_2013-07-26,39339.90000000004
1_14_2012-11-02,14559.0182
1_14_2012-11-09,16966.668000000005
1_14_2012-11-16,18601.680799999995
1_14_2012-11-23,36073.642300000014
1_14_2012-11-30,20492.89569999999
1_14_2012-12-07,25715.526100000014
1_14_2012-12-14,28293.435400000013
1_14_2012-12-21,35834.63000000005
1_14_2012-12-28,24660.351000000002
1_14_2013-01-04,13346.289299999993
1_14_2013-01-11,14738.784800000001
1_14_2013-01-18,12672.946299999996
1_14_2013-01-25,13586.217400000012
1_14_2013-02-01,17102.956100000025
1_14_2013-02-08,18020.93830000001
1_14_2013-02-15,17423.510399999992
1_14_2013-02-22,16981.554200000002
1_14_2013-03-01,16304.727200000008
1_14_2013-03-08,14404.583199999995
1_14_2013-03-15,13633.81640000001
1_14_2013-03-22,15705.01530000001
1_14_2013-03-29,15036.303199999998
1_14_2013-04-05,15464.76670000001
1_14_2013-04-12,14035.298200000001
1_14_2013-04-19,12845.899299999995
1_14_2013-04-26,13821.750600000001
1_14_2013-05-03,14318.408699999989
1_14_2013-05-10,16399.730599999988
1_14_2013-05-17,16028.973799999987
1_14_2013-05-24,14243.484499999988
1_14_2013-05-31,13453.960299999988
1_14_2013-06-07,13803.952399999986
1_14_2013-06-14,15303.910399999992
1_14_2013-06-21,15159.601700000007
1_14_2013-06-28,14278.871599999999
1_14_2013-07-05,15805.8309
1_14_2013-07-12,14163.523799999975
1_14_2013-07-19,15441.865500000004
1_14_2013-07-26,13442.919600000005
1_16_2012-11-02,6032.870100000004
1_16_2012-11-09,5378.268600000007
1_16_2012-11-16,5885.935400000005
1_16_2012-11-23,7590.584099999989
1_16_2012-11-30,5965.5938000000015
1_16_2012-12-07,6624.786399999999
1_16_2012-12-14,5410.210400000006
1_16_2012-12-21,6015.386699999998
1_16_2012-12-28,5149.660200000006
1_16_2013-01-04,6070.124899999995
1_16_2013-01-11,6616.388999999996
1_16_2013-01-18,6056.747799999995
1_16_2013-01-25,6519.456499999993
1_16_2013-02-01,14419.086000000001
1_16_2013-02-08,13113.612599999999
1_16_2013-02-15,12623.896600000004
1_16_2013-02-22,12364.382900000002
1_16_2013-03-01,20417.931800000028
1_16_2013-03-08,24816.691200000005
1_16_2013-03-15,34795.90279999999
1_16_2013-03-22,46624.42489999996
1_16_2013-03-29,24957.22870000001
1_16_2013-04-05,43796.43489999999
1_16_2013-04-12,49849.25900000006
1_16_2013-04-19,52462.27670000007
1_16_2013-04-26,44712.32519999999
1_16_2013-05-03,37546.309899999935
1_16_2013-05-10,38507.31959999996
1_16_2013-05-17,47119.596500000014
1_16_2013-05-24,43109.41179999997
1_16_2013-05-31,40780.774999999914
1_16_2013-06-07,35856.81850000005
1_16_2013-06-14,36101.31560000007
1_16_2013-06-21,48300.464799999994
1_16_2013-06-28,36585.95570000006
1_16_2013-07-05,38004.01360000004
1_16_2013-07-12,32077.06890000002
1_16_2013-07-19,37265.78700000003
1_16_2013-07-26,25826.761300000002
1_17_2012-11-02,7863.815700000006
1_17_2012-11-09,8158.160300000013
1_17_2012-11-16,9222.183600000006
1_17_2012-11-23,11945.589900000003
1_17_2012-11-30,9920.549500000001
1_17_2012-12-07,12297.774499999994
1_17_2012-12-14,13029.109700000008
1_17_2012-12-21,14470.811999999994
1_17_2012-12-28,11555.48509999999
1_17_2013-01-04,8843.203600000012
1_17_2013-01-11,8642.337500000012
1_17_2013-01-18,8442.333700000007
1_17_2013-01-25,7728.134300000004
1_17_2013-02-01,10373.55869999999
1_17_2013-02-08,10163.846699999984
1_17_2013-02-15,9232.522699999987
1_17_2013-02-22,9593.523199999989
1_17_2013-03-01,11156.135700000006
1_17_2013-03-08,9426.033700000004
1_17_2013-03-15,10421.038500000013
1_17_2013-03-22,9688.845
1_17_2013-03-29,9476.330500000002
1_17_2013-04-05,8944.5797
1_17_2013-04-12,9054.333899999992
1_17_2013-04-19,8519.296700000014
1_17_2013-04-26,9810.014500000012
1_17_2013-05-03,8537.319700000005
1_17_2013-05-10,9647.54389999999
1_17_2013-05-17,8722.698800000006
1_17_2013-05-24,8226.929200000006
1_17_2013-05-31,7425.491100000013
1_17_2013-06-07,8668.343999999994
1_17_2013-06-14,8392.20649999999
1_17_2013-06-21,8475.351700000001
1_17_2013-06-28,7943.351899999998
1_17_2013-07-05,7499.438499999994
1_17_2013-07-12,7702.085400000003
1_17_2013-07-19,8136.026999999998
1_17_2013-07-26,9029.948100000003
1_18_2012-11-02,12364.490099999997
1_18_2012-11-09,12749.003899999994
1_18_2012-11-16,14176.78109999999
1_18_2012-11-23,30277.999
1_18_2012-11-30,14559.463299999996
1_18_2012-12-07,42250.729999999974
1_18_2012-12-14,39095.012200000005
1_18_2012-12-21,29321.277900000005
1_18_2012-12-28,22075.36559999999
1_18_2013-01-04,6508.436499999997
1_18_2013-01-11,5203.222899999999
1_18_2013-01-18,2319.6891000000005
1_18_2013-01-25,1909.9670000000003
1_18_2013-02-01,10228.538399999992
1_18_2013-02-08,11126.302399999988
1_18_2013-02-15,10596.693099999993
1_18_2013-02-22,5061.436800000001
1_18_2013-03-01,1979.6487999999997
1_18_2013-03-08,2522.5614000000005
1_18_2013-03-15,1926.3518999999997
1_18_2013-03-22,2034.263700000001
1_18_2013-03-29,2789.5408
1_18_2013-04-05,2862.078599999998
1_18_2013-04-12,11553.588200000004
1_18_2013-04-19,1560.7465999999984
1_18_2013-04-26,1684.390599999997
1_18_2013-05-03,430.23440000000073
1_18_2013-05-10,2518.571100000002
1_18_2013-05-17,2135.8103999999976
1_18_2013-05-24,961.7032000000036
1_18_2013-06-07,231.12440000000032
1_18_2013-07-05,1230.8003999999996
1_19_2012-11-02,932.4578000000013
1_19_2012-11-09,890.907400000001
1_19_2012-11-16,1018.8986000000001
1_19_2012-11-23,940.5135999999999
1_19_2012-11-30,1290.3035999999997
1_19_2012-12-07,1306.1655999999996
1_19_2012-12-14,1644.507699999999
1_19_2012-12-21,1358.3841999999986
1_19_2012-12-28,913.0387000000005
1_19_2013-01-04,722.0943000000007
1_19_2013-01-11,712.8985000000008
1_19_2013-01-18,754.9291000000003
1_19_2013-01-25,747.2909000000004
1_19_2013-02-01,1036.5929999999998
1_19_2013-02-08,1060.4703999999992
1_19_2013-02-15,991.8000999999989
1_19_2013-02-22,987.2458999999994
1_19_2013-03-01,1263.8757999999982
1_19_2013-03-08,1222.829699999999
1_19_2013-03-15,1341.495799999999
1_19_2013-03-22,1109.3824
1_19_2013-03-29,1325.4064999999991
1_19_2013-04-05,1061.2918
1_19_2013-04-12,1057.2261999999994
1_19_2013-04-19,1151.1655999999994
1_19_2013-04-26,1132.4398999999985
1_19_2013-05-03,1154.1786999999986
1_19_2013-05-10,1078.220199999999
1_19_2013-05-17,1035.8578999999988
1_19_2013-05-24,1023.1914999999993
1_19_2013-05-31,1105.9416999999996
1_19_2013-06-07,1050.2267999999997
1_19_2013-06-14,1064.2546999999997
1_19_2013-06-21,1004.0923999999989
1_19_2013-06-28,992.7234000000001
1_19_2013-07-05,909.5684000000001
1_19_2013-07-12,992.7829000000003
1_19_2013-07-19,992.5528999999998
1_19_2013-07-26,1129.5826
1_20_2012-11-02,3282.2752
1_20_2012-11-09,3072.1441000000027
1_20_2012-11-16,3261.5434999999998
1_20_2012-11-23,5419.348700000005
1_20_2012-11-30,3542.9847000000027
1_20_2012-12-07,3573.9697
1_20_2012-12-14,3985.3748000000005
1_20_2012-12-21,3831.094499999996
1_20_2012-12-28,4086.813000000005
1_20_2013-01-04,3719.4489000000003
1_20_2013-01-11,3988.7402000000043
1_20_2013-01-18,3840.052800000003
1_20_2013-01-25,3530.828899999996
1_20_2013-02-01,4820.791099999993
1_20_2013-02-08,5137.787599999999
1_20_2013-02-15,4988.9815999999955
1_20_2013-02-22,5222.246399999997
1_20_2013-03-01,6043.326499999999
1_20_2013-03-08,4619.586900000004
1_20_2013-03-15,5220.393399999993
1_20_2013-03-22,5496.801199999996
1_20_2013-03-29,6045.008900000002
1_20_2013-04-05,4834.411500000004
1_20_2013-04-12,4018.7749
1_20_2013-04-19,3988.3018000000025
1_20_2013-04-26,3910.132599999995
1_20_2013-05-03,3883.650400000005
1_20_2013-05-10,4416.344400000003
1_20_2013-05-17,4392.783900000008
1_20_2013-05-24,4441.0032
1_20_2013-05-31,4992.999499999998
1_20_2013-06-07,4479.646300000001
1_20_2013-06-14,4756.514999999999
1_20_2013-06-21,5386.595700000002
1_20_2013-06-28,4894.947300000002
1_20_2013-07-05,4852.817499999998
1_20_2013-07-12,4830.149000000001
1_20_2013-07-19,5056.938299999999
1_20_2013-07-26,4812.404200000008
1_21_2012-11-02,8612.731600000003
1_21_2012-11-09,8737.6371
1_21_2012-11-16,8145.057500000006
1_21_2012-11-23,9685.054100000007
1_21_2012-11-30,7996.102900000009
1_21_2012-12-07,9389.225700000003
1_21_2012-12-14,10311.921399999996
